"subject","mode","condition","question","score"
"F86ZM","asynch","111",11,0
"F86ZM","asynch","111",12,0
"F86ZM","asynch","111",13,0
"0LCME","asynch","121",1,0
"0LCME","asynch","121",2,0
"0LCME","asynch","121",3,0
"0LCME","asynch","121",4,0
"0LCME","asynch","121",5,0
"0LCME","asynch","121",6,0
"0LCME","asynch","121",7,0
"0LCME","asynch","121",8,0
"0LCME","asynch","121",9,0
"0LCME","asynch","121",10,0
"0LCME","asynch","121",11,0
"0LCME","asynch","121",12,0
"0LCME","asynch","121",13,0
"UN6MT","asynch","111",1,0
"UN6MT","asynch","111",2,0
"UN6MT","asynch","111",3,0
"UN6MT","asynch","111",4,0
"UN6MT","asynch","111",5,0
"UN6MT","asynch","111",6,0
"UN6MT","asynch","111",7,0
"UN6MT","asynch","111",8,0
"UN6MT","asynch","111",9,0
"UN6MT","asynch","111",10,0
"UN6MT","asynch","111",11,0
"UN6MT","asynch","111",12,0
"UN6MT","asynch","111",13,0
"CHP0K","asynch","121",1,0
"CHP0K","asynch","121",2,0
"CHP0K","asynch","121",3,0
"CHP0K","asynch","121",4,1
"CHP0K","asynch","121",5,2
"CHP0K","asynch","121",6,2
"CHP0K","asynch","121",7,2
"CHP0K","asynch","121",8,3
"CHP0K","asynch","121",9,4
"CHP0K","asynch","121",10,5
"CHP0K","asynch","121",11,6
"CHP0K","asynch","121",12,7
"CHP0K","asynch","121",13,8
"KNH2B","asynch","111",1,0
"KNH2B","asynch","111",2,0
"KNH2B","asynch","111",3,0
"KNH2B","asynch","111",4,0
"KNH2B","asynch","111",5,0
"KNH2B","asynch","111",6,0
"KNH2B","asynch","111",7,0
"KNH2B","asynch","111",8,0
"KNH2B","asynch","111",9,0
"KNH2B","asynch","111",10,0
"KNH2B","asynch","111",11,0
"KNH2B","asynch","111",12,0
"KNH2B","asynch","111",13,0
"XOZJ7","asynch","111",1,0
"XOZJ7","asynch","111",2,0
"XOZJ7","asynch","111",3,0
"XOZJ7","asynch","111",4,0
"XOZJ7","asynch","111",5,0
"XOZJ7","asynch","111",6,0
"XOZJ7","asynch","111",7,0
"XOZJ7","asynch","111",8,1
"XOZJ7","asynch","111",9,1
"XOZJ7","asynch","111",10,1
"XOZJ7","asynch","111",11,1
"XOZJ7","asynch","111",12,1
"XOZJ7","asynch","111",13,1
"Y7EP3","asynch","121",1,0
"Y7EP3","asynch","121",2,0
"Y7EP3","asynch","121",3,0
"Y7EP3","asynch","121",4,0
"Y7EP3","asynch","121",5,1
"Y7EP3","asynch","121",6,1
"Y7EP3","asynch","121",7,1
"Y7EP3","asynch","121",8,1
"Y7EP3","asynch","121",9,1
"Y7EP3","asynch","121",10,1
"Y7EP3","asynch","121",11,1
"Y7EP3","asynch","121",12,1
"Y7EP3","asynch","121",13,1
"776UX","asynch","111",1,0
"776UX","asynch","111",2,0
"776UX","asynch","111",3,0
"776UX","asynch","111",4,0
"776UX","asynch","111",5,0
"776UX","asynch","111",6,0
"776UX","asynch","111",7,0
"776UX","asynch","111",8,0
"776UX","asynch","111",9,0
"776UX","asynch","111",10,0
"776UX","asynch","111",11,0
"776UX","asynch","111",12,0
"776UX","asynch","111",13,0
"XCK4Q","asynch","111",1,0
"XCK4Q","asynch","111",2,0
"XCK4Q","asynch","111",3,0
"XCK4Q","asynch","111",4,0
"XCK4Q","asynch","111",5,1
"XCK4Q","asynch","111",6,1
"XCK4Q","asynch","111",7,1
"XCK4Q","asynch","111",8,1
"XCK4Q","asynch","111",9,1
"XCK4Q","asynch","111",10,1
"XCK4Q","asynch","111",11,1
"XCK4Q","asynch","111",12,1
"XCK4Q","asynch","111",13,1
"57C0V","asynch","121",1,0
"57C0V","asynch","121",2,0
"57C0V","asynch","121",3,1
"57C0V","asynch","121",4,1
"57C0V","asynch","121",5,1
"57C0V","asynch","121",6,1
"57C0V","asynch","121",7,1
"57C0V","asynch","121",8,1
"57C0V","asynch","121",9,1
"57C0V","asynch","121",10,1
"57C0V","asynch","121",11,1
"57C0V","asynch","121",12,1
"57C0V","asynch","121",13,1
"NV47T","asynch","121",1,0
"NV47T","asynch","121",2,0
"NV47T","asynch","121",3,1
"NV47T","asynch","121",4,1
"NV47T","asynch","121",5,1
"NV47T","asynch","121",6,1
"NV47T","asynch","121",7,1
"NV47T","asynch","121",8,1
"NV47T","asynch","121",9,1
"NV47T","asynch","121",10,1
"NV47T","asynch","121",11,1
"NV47T","asynch","121",12,1
"NV47T","asynch","121",13,1
"XKX1V","asynch","121",1,0
"XKX1V","asynch","121",2,0
"XKX1V","asynch","121",3,0
"XKX1V","asynch","121",4,0
"XKX1V","asynch","121",5,1
"XKX1V","asynch","121",6,1
"XKX1V","asynch","121",7,1
"XKX1V","asynch","121",8,1
"XKX1V","asynch","121",9,1
"XKX1V","asynch","121",10,1
"XKX1V","asynch","121",11,1
"XKX1V","asynch","121",12,1
"XKX1V","asynch","121",13,1
"F4XPD","asynch","111",1,0
"F4XPD","asynch","111",2,0
"F4XPD","asynch","111",3,0
"F4XPD","asynch","111",4,0
"F4XPD","asynch","111",5,0
"F4XPD","asynch","111",6,0
"F4XPD","asynch","111",7,0
"F4XPD","asynch","111",8,0
"F4XPD","asynch","111",9,0
"F4XPD","asynch","111",10,0
"F4XPD","asynch","111",11,0
"F4XPD","asynch","111",12,0
"F4XPD","asynch","111",13,0
"CLV1E","asynch","121",1,0
"CLV1E","asynch","121",2,0
"CLV1E","asynch","121",3,0
"CLV1E","asynch","121",4,1
"CLV1E","asynch","121",5,1
"CLV1E","asynch","121",6,2
"CLV1E","asynch","121",7,3
"CLV1E","asynch","121",8,4
"CLV1E","asynch","121",9,5
"CLV1E","asynch","121",10,6
"CLV1E","asynch","121",11,7
"CLV1E","asynch","121",12,8
"CLV1E","asynch","121",13,8
"BYKF0","asynch","111",1,0
"BYKF0","asynch","111",2,0
"BYKF0","asynch","111",3,0
"BYKF0","asynch","111",4,0
"BYKF0","asynch","111",5,0
"BYKF0","asynch","111",6,0
"BYKF0","asynch","111",7,0
"BYKF0","asynch","111",8,0
"BYKF0","asynch","111",9,0
"BYKF0","asynch","111",10,0
"BYKF0","asynch","111",11,0
"BYKF0","asynch","111",12,0
"BYKF0","asynch","111",13,0
"OHLRP","asynch","111",1,0
"OHLRP","asynch","111",2,0
"OHLRP","asynch","111",3,0
"OHLRP","asynch","111",4,0
"OHLRP","asynch","111",5,0
"OHLRP","asynch","111",6,0
"OHLRP","asynch","111",7,0
"OHLRP","asynch","111",8,0
"OHLRP","asynch","111",9,0
"OHLRP","asynch","111",10,0
"OHLRP","asynch","111",11,0
"OHLRP","asynch","111",12,0
"OHLRP","asynch","111",13,0
"K7HSV","asynch","121",1,0
"K7HSV","asynch","121",2,0
"K7HSV","asynch","121",3,0
"K7HSV","asynch","121",4,0
"K7HSV","asynch","121",5,1
"K7HSV","asynch","121",6,1
"K7HSV","asynch","121",7,1
"K7HSV","asynch","121",8,1
"K7HSV","asynch","121",9,1
"K7HSV","asynch","121",10,1
"K7HSV","asynch","121",11,1
"K7HSV","asynch","121",12,1
"K7HSV","asynch","121",13,1
"BK0TH","asynch","111",1,0
"BK0TH","asynch","111",2,0
"BK0TH","asynch","111",3,0
"BK0TH","asynch","111",4,0
"BK0TH","asynch","111",5,0
"BK0TH","asynch","111",6,0
"BK0TH","asynch","111",7,0
"BK0TH","asynch","111",8,0
"BK0TH","asynch","111",9,0
"BK0TH","asynch","111",10,0
"BK0TH","asynch","111",11,0
"BK0TH","asynch","111",12,0
"BK0TH","asynch","111",13,0
"SV1K5","asynch","111",1,0
"SV1K5","asynch","111",2,0
"SV1K5","asynch","111",3,0
"SV1K5","asynch","111",4,0
"SV1K5","asynch","111",5,0
"SV1K5","asynch","111",6,0
"SV1K5","asynch","111",7,0
"SV1K5","asynch","111",8,0
"SV1K5","asynch","111",9,0
"SV1K5","asynch","111",10,0
"SV1K5","asynch","111",11,0
"SV1K5","asynch","111",12,0
"SV1K5","asynch","111",13,0
"9EYZ0","asynch","121",1,0
"9EYZ0","asynch","121",2,1
"9EYZ0","asynch","121",3,2
"9EYZ0","asynch","121",4,3
"9EYZ0","asynch","121",5,4
"9EYZ0","asynch","121",6,5
"9EYZ0","asynch","121",7,5
"9EYZ0","asynch","121",8,6
"9EYZ0","asynch","121",9,6
"9EYZ0","asynch","121",10,7
"9EYZ0","asynch","121",11,8
"9EYZ0","asynch","121",12,9
"9EYZ0","asynch","121",13,10
"0EMZW","asynch","121",1,1
"0EMZW","asynch","121",2,2
"0EMZW","asynch","121",3,3
"0EMZW","asynch","121",4,4
"0EMZW","asynch","121",5,5
"0EMZW","asynch","121",6,6
"0EMZW","asynch","121",7,7
"0EMZW","asynch","121",8,8
"0EMZW","asynch","121",9,9
"0EMZW","asynch","121",10,10
"0EMZW","asynch","121",11,11
"0EMZW","asynch","121",12,12
"0EMZW","asynch","121",13,13
"KEMWH","asynch","111",1,0
"KEMWH","asynch","111",2,0
"KEMWH","asynch","111",3,0
"KEMWH","asynch","111",4,0
"KEMWH","asynch","111",5,1
"KEMWH","asynch","111",6,1
"KEMWH","asynch","111",7,1
"KEMWH","asynch","111",8,1
"KEMWH","asynch","111",9,1
"KEMWH","asynch","111",10,1
"KEMWH","asynch","111",11,1
"KEMWH","asynch","111",12,1
"KEMWH","asynch","111",13,1
"TBQB2","asynch","121",1,0
"TBQB2","asynch","121",2,0
"TBQB2","asynch","121",3,1
"TBQB2","asynch","121",4,2
"TBQB2","asynch","121",5,3
"TBQB2","asynch","121",6,4
"TBQB2","asynch","121",7,5
"TBQB2","asynch","121",8,6
"TBQB2","asynch","121",9,7
"TBQB2","asynch","121",10,8
"TBQB2","asynch","121",11,9
"TBQB2","asynch","121",12,10
"TBQB2","asynch","121",13,11
"MM806","asynch","121",1,0
"MM806","asynch","121",2,0
"MM806","asynch","121",3,0
"MM806","asynch","121",4,0
"MM806","asynch","121",5,0
"MM806","asynch","121",6,0
"MM806","asynch","121",7,0
"MM806","asynch","121",8,0
"MM806","asynch","121",9,0
"MM806","asynch","121",10,0
"MM806","asynch","121",11,0
"MM806","asynch","121",12,0
"MM806","asynch","121",13,0
"S0WU7","asynch","121",1,1
"S0WU7","asynch","121",2,2
"S0WU7","asynch","121",3,3
"S0WU7","asynch","121",4,4
"S0WU7","asynch","121",5,4
"S0WU7","asynch","121",6,5
"S0WU7","asynch","121",7,5
"S0WU7","asynch","121",8,6
"S0WU7","asynch","121",9,7
"S0WU7","asynch","121",10,8
"S0WU7","asynch","121",11,8
"S0WU7","asynch","121",12,9
"S0WU7","asynch","121",13,9
"Y0MZ6","asynch","111",1,0
"Y0MZ6","asynch","111",2,0
"Y0MZ6","asynch","111",3,0
"Y0MZ6","asynch","111",4,0
"Y0MZ6","asynch","111",5,1
"Y0MZ6","asynch","111",6,1
"Y0MZ6","asynch","111",7,1
"Y0MZ6","asynch","111",8,1
"Y0MZ6","asynch","111",9,1
"Y0MZ6","asynch","111",10,1
"Y0MZ6","asynch","111",11,1
"Y0MZ6","asynch","111",12,1
"Y0MZ6","asynch","111",13,1
"8V8HJ","asynch","111",1,0
"8V8HJ","asynch","111",2,0
"8V8HJ","asynch","111",3,0
"8V8HJ","asynch","111",4,0
"8V8HJ","asynch","111",5,0
"8V8HJ","asynch","111",6,0
"8V8HJ","asynch","111",7,0
"8V8HJ","asynch","111",8,0
"8V8HJ","asynch","111",9,0
"8V8HJ","asynch","111",10,0
"8V8HJ","asynch","111",11,0
"8V8HJ","asynch","111",12,0
"8V8HJ","asynch","111",13,0
"4URRL","asynch","121",1,0
"4URRL","asynch","121",2,0
"4URRL","asynch","121",3,0
"4URRL","asynch","121",4,0
"4URRL","asynch","121",5,0
"4URRL","asynch","121",6,0
"4URRL","asynch","121",7,0
"4URRL","asynch","121",8,0
"4URRL","asynch","121",9,0
"4URRL","asynch","121",10,0
"4URRL","asynch","121",11,0
"4URRL","asynch","121",12,0
"4URRL","asynch","121",13,0
"8BB1M","asynch","111",1,0
"8BB1M","asynch","111",2,0
"8BB1M","asynch","111",3,0
"8BB1M","asynch","111",4,0
"8BB1M","asynch","111",5,0
"8BB1M","asynch","111",6,0
"8BB1M","asynch","111",7,0
"8BB1M","asynch","111",8,0
"8BB1M","asynch","111",9,0
"8BB1M","asynch","111",10,0
"8BB1M","asynch","111",11,0
"8BB1M","asynch","111",12,0
"8BB1M","asynch","111",13,0
"WRHPM","asynch","121",1,1
"WRHPM","asynch","121",2,2
"WRHPM","asynch","121",3,3
"WRHPM","asynch","121",4,4
"WRHPM","asynch","121",5,5
"WRHPM","asynch","121",6,6
"WRHPM","asynch","121",7,6
"WRHPM","asynch","121",8,7
"WRHPM","asynch","121",9,8
"WRHPM","asynch","121",10,8
"WRHPM","asynch","121",11,9
"WRHPM","asynch","121",12,10
"WRHPM","asynch","121",13,11
"77SKE","asynch","111",1,1
"77SKE","asynch","111",2,2
"77SKE","asynch","111",3,2
"77SKE","asynch","111",4,2
"77SKE","asynch","111",5,2
"77SKE","asynch","111",6,2
"77SKE","asynch","111",7,2
"77SKE","asynch","111",8,2
"77SKE","asynch","111",9,2
"77SKE","asynch","111",10,2
"77SKE","asynch","111",11,2
"77SKE","asynch","111",12,2
"77SKE","asynch","111",13,2
"K7HM9","asynch","111",1,1
"K7HM9","asynch","111",2,2
"K7HM9","asynch","111",3,3
"K7HM9","asynch","111",4,4
"K7HM9","asynch","111",5,5
"K7HM9","asynch","111",6,6
"K7HM9","asynch","111",7,7
"K7HM9","asynch","111",8,8
"K7HM9","asynch","111",9,9
"K7HM9","asynch","111",10,10
"K7HM9","asynch","111",11,11
"K7HM9","asynch","111",12,12
"K7HM9","asynch","111",13,13
"EMKFA","asynch","121",1,0
"EMKFA","asynch","121",2,1
"EMKFA","asynch","121",3,1
"EMKFA","asynch","121",4,1
"EMKFA","asynch","121",5,2
"EMKFA","asynch","121",6,3
"EMKFA","asynch","121",7,3
"EMKFA","asynch","121",8,4
"EMKFA","asynch","121",9,4
"EMKFA","asynch","121",10,4
"EMKFA","asynch","121",11,4
"EMKFA","asynch","121",12,5
"EMKFA","asynch","121",13,6
"S8NY4","asynch","111",1,0
"S8NY4","asynch","111",2,0
"S8NY4","asynch","111",3,0
"S8NY4","asynch","111",4,0
"S8NY4","asynch","111",5,1
"S8NY4","asynch","111",6,1
"S8NY4","asynch","111",7,1
"S8NY4","asynch","111",8,1
"S8NY4","asynch","111",9,1
"S8NY4","asynch","111",10,1
"S8NY4","asynch","111",11,1
"S8NY4","asynch","111",12,1
"S8NY4","asynch","111",13,1
"YAFMA","asynch","121",1,0
"YAFMA","asynch","121",2,0
"YAFMA","asynch","121",3,0
"YAFMA","asynch","121",4,0
"YAFMA","asynch","121",5,0
"YAFMA","asynch","121",6,0
"YAFMA","asynch","121",7,0
"YAFMA","asynch","121",8,0
"YAFMA","asynch","121",9,0
"YAFMA","asynch","121",10,0
"YAFMA","asynch","121",11,0
"YAFMA","asynch","121",12,0
"YAFMA","asynch","121",13,0
"PQA54","asynch","111",1,0
"PQA54","asynch","111",2,0
"PQA54","asynch","111",3,0
"PQA54","asynch","111",4,0
"PQA54","asynch","111",5,0
"PQA54","asynch","111",6,0
"PQA54","asynch","111",7,0
"PQA54","asynch","111",8,0
"PQA54","asynch","111",9,0
"PQA54","asynch","111",10,0
"PQA54","asynch","111",11,0
"PQA54","asynch","111",12,0
"PQA54","asynch","111",13,0
"194UU","asynch","111",1,0
"194UU","asynch","111",2,0
"194UU","asynch","111",3,0
"194UU","asynch","111",4,0
"194UU","asynch","111",5,0
"194UU","asynch","111",6,0
"194UU","asynch","111",7,0
"194UU","asynch","111",8,0
"194UU","asynch","111",9,0
"194UU","asynch","111",10,0
"194UU","asynch","111",11,0
"194UU","asynch","111",12,0
"194UU","asynch","111",13,0
"FDRWD","asynch","111",1,0
"FDRWD","asynch","111",2,0
"FDRWD","asynch","111",3,0
"FDRWD","asynch","111",4,0
"FDRWD","asynch","111",5,0
"FDRWD","asynch","111",6,0
"FDRWD","asynch","111",7,0
"FDRWD","asynch","111",8,0
"FDRWD","asynch","111",9,0
"FDRWD","asynch","111",10,0
"FDRWD","asynch","111",11,0
"FDRWD","asynch","111",12,0
"FDRWD","asynch","111",13,0
"U820R","asynch","111",1,0
"U820R","asynch","111",2,0
"U820R","asynch","111",3,0
"U820R","asynch","111",4,0
"U820R","asynch","111",5,0
"U820R","asynch","111",6,0
"U820R","asynch","111",7,0
"U820R","asynch","111",8,0
"U820R","asynch","111",9,0
"U820R","asynch","111",10,0
"U820R","asynch","111",11,0
"U820R","asynch","111",12,0
"U820R","asynch","111",13,0
"UH8DS","asynch","121",1,0
"UH8DS","asynch","121",2,0
"UH8DS","asynch","121",3,0
"UH8DS","asynch","121",4,0
"UH8DS","asynch","121",5,0
"UH8DS","asynch","121",6,0
"UH8DS","asynch","121",7,0
"UH8DS","asynch","121",8,0
"UH8DS","asynch","121",9,0
"UH8DS","asynch","121",10,0
"UH8DS","asynch","121",11,0
"UH8DS","asynch","121",12,0
"UH8DS","asynch","121",13,0
"UQTQ6","asynch","111",1,0
"UQTQ6","asynch","111",2,0
"UQTQ6","asynch","111",3,0
"UQTQ6","asynch","111",4,0
"UQTQ6","asynch","111",5,0
"UQTQ6","asynch","111",6,0
"UQTQ6","asynch","111",7,0
"UQTQ6","asynch","111",8,0
"UQTQ6","asynch","111",9,0
"UQTQ6","asynch","111",10,0
"UQTQ6","asynch","111",11,0
"UQTQ6","asynch","111",12,0
"UQTQ6","asynch","111",13,0
"PJYUH","asynch","121",1,1
"PJYUH","asynch","121",2,2
"PJYUH","asynch","121",3,3
"PJYUH","asynch","121",4,4
"PJYUH","asynch","121",5,5
"PJYUH","asynch","121",6,6
"PJYUH","asynch","121",7,7
"PJYUH","asynch","121",8,8
"PJYUH","asynch","121",9,9
"PJYUH","asynch","121",10,10
"PJYUH","asynch","121",11,11
"PJYUH","asynch","121",12,12
"PJYUH","asynch","121",13,13
"60VNG","asynch","121",1,0
"60VNG","asynch","121",2,0
"60VNG","asynch","121",3,0
"60VNG","asynch","121",4,0
"60VNG","asynch","121",5,0
"60VNG","asynch","121",6,0
"60VNG","asynch","121",7,0
"60VNG","asynch","121",8,0
"60VNG","asynch","121",9,0
"60VNG","asynch","121",10,0
"60VNG","asynch","121",11,0
"60VNG","asynch","121",12,0
"60VNG","asynch","121",13,0
"EA6YH","asynch","111",1,0
"EA6YH","asynch","111",2,0
"EA6YH","asynch","111",3,0
"EA6YH","asynch","111",4,0
"EA6YH","asynch","111",5,0
"EA6YH","asynch","111",6,0
"EA6YH","asynch","111",7,0
"EA6YH","asynch","111",8,0
"EA6YH","asynch","111",9,0
"EA6YH","asynch","111",10,0
"EA6YH","asynch","111",11,0
"EA6YH","asynch","111",12,0
"EA6YH","asynch","111",13,0
"UO0XA","asynch","121",1,0
"UO0XA","asynch","121",2,0
"UO0XA","asynch","121",3,0
"UO0XA","asynch","121",4,0
"UO0XA","asynch","121",5,1
"UO0XA","asynch","121",6,1
"UO0XA","asynch","121",7,1
"UO0XA","asynch","121",8,1
"UO0XA","asynch","121",9,1
"UO0XA","asynch","121",10,1
"UO0XA","asynch","121",11,1
"UO0XA","asynch","121",12,1
"UO0XA","asynch","121",13,1
"6VLV8","asynch","121",1,0
"6VLV8","asynch","121",2,0
"6VLV8","asynch","121",3,0
"6VLV8","asynch","121",4,0
"6VLV8","asynch","121",5,0
"6VLV8","asynch","121",6,0
"6VLV8","asynch","121",7,0
"6VLV8","asynch","121",8,0
"6VLV8","asynch","121",9,0
"6VLV8","asynch","121",10,0
"6VLV8","asynch","121",11,0
"6VLV8","asynch","121",12,0
"6VLV8","asynch","121",13,0
"KPZTN","asynch","121",1,0
"KPZTN","asynch","121",2,0
"KPZTN","asynch","121",3,0
"KPZTN","asynch","121",4,0
"KPZTN","asynch","121",5,1
"KPZTN","asynch","121",6,1
"KPZTN","asynch","121",7,1
"KPZTN","asynch","121",8,1
"KPZTN","asynch","121",9,1
"KPZTN","asynch","121",10,1
"KPZTN","asynch","121",11,1
"KPZTN","asynch","121",12,1
"KPZTN","asynch","121",13,2
"W8QQ3","asynch","121",1,1
"W8QQ3","asynch","121",2,2
"W8QQ3","asynch","121",3,3
"W8QQ3","asynch","121",4,4
"W8QQ3","asynch","121",5,5
"W8QQ3","asynch","121",6,6
"W8QQ3","asynch","121",7,7
"W8QQ3","asynch","121",8,8
"W8QQ3","asynch","121",9,9
"W8QQ3","asynch","121",10,10
"W8QQ3","asynch","121",11,11
"W8QQ3","asynch","121",12,12
"W8QQ3","asynch","121",13,13
"7BV0L","asynch","111",1,0
"7BV0L","asynch","111",2,0
"7BV0L","asynch","111",3,0
"7BV0L","asynch","111",4,0
"7BV0L","asynch","111",5,0
"7BV0L","asynch","111",6,0
"7BV0L","asynch","111",7,0
"7BV0L","asynch","111",8,0
"7BV0L","asynch","111",9,0
"7BV0L","asynch","111",10,0
"7BV0L","asynch","111",11,0
"7BV0L","asynch","111",12,0
"7BV0L","asynch","111",13,0
"K5PDZ","asynch","111",1,1
"K5PDZ","asynch","111",2,2
"K5PDZ","asynch","111",3,3
"K5PDZ","asynch","111",4,4
"K5PDZ","asynch","111",5,5
"K5PDZ","asynch","111",6,6
"K5PDZ","asynch","111",7,7
"K5PDZ","asynch","111",8,8
"K5PDZ","asynch","111",9,9
"K5PDZ","asynch","111",10,10
"K5PDZ","asynch","111",11,11
"K5PDZ","asynch","111",12,12
"K5PDZ","asynch","111",13,13
"GB4TH","asynch","111",1,0
"GB4TH","asynch","111",2,0
"GB4TH","asynch","111",3,0
"GB4TH","asynch","111",4,0
"GB4TH","asynch","111",5,1
"GB4TH","asynch","111",6,2
"GB4TH","asynch","111",7,2
"GB4TH","asynch","111",8,2
"GB4TH","asynch","111",9,2
"GB4TH","asynch","111",10,2
"GB4TH","asynch","111",11,3
"GB4TH","asynch","111",12,4
"GB4TH","asynch","111",13,5
"X8P7E","asynch","111",1,0
"X8P7E","asynch","111",2,0
"X8P7E","asynch","111",3,0
"X8P7E","asynch","111",4,0
"X8P7E","asynch","111",5,1
"X8P7E","asynch","111",6,1
"X8P7E","asynch","111",7,1
"X8P7E","asynch","111",8,1
"X8P7E","asynch","111",9,1
"X8P7E","asynch","111",10,1
"X8P7E","asynch","111",11,1
"X8P7E","asynch","111",12,1
"X8P7E","asynch","111",13,1
"DGJQ3","asynch","111",1,0
"DGJQ3","asynch","111",2,1
"DGJQ3","asynch","111",3,1
"DGJQ3","asynch","111",4,1
"DGJQ3","asynch","111",5,2
"DGJQ3","asynch","111",6,2
"DGJQ3","asynch","111",7,2
"DGJQ3","asynch","111",8,2
"DGJQ3","asynch","111",9,2
"DGJQ3","asynch","111",10,2
"DGJQ3","asynch","111",11,2
"DGJQ3","asynch","111",12,3
"DGJQ3","asynch","111",13,3
"N34B6","asynch","111",1,1
"N34B6","asynch","111",2,2
"N34B6","asynch","111",3,3
"N34B6","asynch","111",4,4
"N34B6","asynch","111",5,5
"N34B6","asynch","111",6,6
"N34B6","asynch","111",7,6
"N34B6","asynch","111",8,7
"N34B6","asynch","111",9,8
"N34B6","asynch","111",10,9
"N34B6","asynch","111",11,10
"N34B6","asynch","111",12,11
"N34B6","asynch","111",13,12
"02DBM","asynch","121",1,1
"02DBM","asynch","121",2,2
"02DBM","asynch","121",3,3
"02DBM","asynch","121",4,4
"02DBM","asynch","121",5,5
"02DBM","asynch","121",6,6
"02DBM","asynch","121",7,7
"02DBM","asynch","121",8,8
"02DBM","asynch","121",9,9
"02DBM","asynch","121",10,10
"02DBM","asynch","121",11,11
"02DBM","asynch","121",12,12
"02DBM","asynch","121",13,13
"7DJGJ","asynch","121",1,0
"7DJGJ","asynch","121",2,0
"7DJGJ","asynch","121",3,0
"7DJGJ","asynch","121",4,0
"7DJGJ","asynch","121",5,0
"7DJGJ","asynch","121",6,0
"7DJGJ","asynch","121",7,0
"7DJGJ","asynch","121",8,0
"7DJGJ","asynch","121",9,0
"7DJGJ","asynch","121",10,0
"7DJGJ","asynch","121",11,0
"7DJGJ","asynch","121",12,0
"7DJGJ","asynch","121",13,0
"2CZP7","asynch","111",1,0
"2CZP7","asynch","111",2,0
"2CZP7","asynch","111",3,0
"2CZP7","asynch","111",4,0
"2CZP7","asynch","111",5,0
"2CZP7","asynch","111",6,0
"2CZP7","asynch","111",7,0
"2CZP7","asynch","111",8,0
"2CZP7","asynch","111",9,0
"2CZP7","asynch","111",10,0
"2CZP7","asynch","111",11,0
"2CZP7","asynch","111",12,0
"2CZP7","asynch","111",13,0
"YJN2B","asynch","121",1,0
"YJN2B","asynch","121",2,0
"YJN2B","asynch","121",3,0
"YJN2B","asynch","121",4,0
"YJN2B","asynch","121",5,0
"YJN2B","asynch","121",6,0
"YJN2B","asynch","121",7,0
"YJN2B","asynch","121",8,0
"YJN2B","asynch","121",9,0
"YJN2B","asynch","121",10,0
"YJN2B","asynch","121",11,0
"YJN2B","asynch","121",12,0
"YJN2B","asynch","121",13,0
"VRHYF","asynch","111",1,0
"VRHYF","asynch","111",2,0
"VRHYF","asynch","111",3,0
"VRHYF","asynch","111",4,0
"VRHYF","asynch","111",5,0
"VRHYF","asynch","111",6,0
"VRHYF","asynch","111",7,0
"VRHYF","asynch","111",8,0
"VRHYF","asynch","111",9,0
"VRHYF","asynch","111",10,0
"VRHYF","asynch","111",11,0
"VRHYF","asynch","111",12,0
"VRHYF","asynch","111",13,0
"694WT","asynch","111",1,0
"694WT","asynch","111",2,0
"694WT","asynch","111",3,0
"694WT","asynch","111",4,0
"694WT","asynch","111",5,0
"694WT","asynch","111",6,0
"694WT","asynch","111",7,0
"694WT","asynch","111",8,0
"694WT","asynch","111",9,0
"694WT","asynch","111",10,0
"694WT","asynch","111",11,0
"694WT","asynch","111",12,0
"694WT","asynch","111",13,0
"QADB9","asynch","111",1,0
"QADB9","asynch","111",2,0
"QADB9","asynch","111",3,0
"QADB9","asynch","111",4,0
"QADB9","asynch","111",5,0
"QADB9","asynch","111",6,0
"QADB9","asynch","111",7,0
"QADB9","asynch","111",8,0
"QADB9","asynch","111",9,0
"QADB9","asynch","111",10,0
"QADB9","asynch","111",11,0
"QADB9","asynch","111",12,0
"QADB9","asynch","111",13,0
"PRA08","asynch","121",1,0
"PRA08","asynch","121",2,0
"PRA08","asynch","121",3,0
"PRA08","asynch","121",4,0
"PRA08","asynch","121",5,0
"PRA08","asynch","121",6,0
"PRA08","asynch","121",7,0
"PRA08","asynch","121",8,0
"PRA08","asynch","121",9,0
"PRA08","asynch","121",10,0
"PRA08","asynch","121",11,0
"PRA08","asynch","121",12,0
"PRA08","asynch","121",13,0
"KXRFL","asynch","111",1,0
"KXRFL","asynch","111",2,0
"KXRFL","asynch","111",3,0
"KXRFL","asynch","111",4,0
"KXRFL","asynch","111",5,1
"KXRFL","asynch","111",6,1
"KXRFL","asynch","111",7,1
"KXRFL","asynch","111",8,1
"KXRFL","asynch","111",9,1
"KXRFL","asynch","111",10,1
"KXRFL","asynch","111",11,1
"KXRFL","asynch","111",12,1
"KXRFL","asynch","111",13,1
"LPY8N","asynch","111",1,0
"LPY8N","asynch","111",2,0
"LPY8N","asynch","111",3,0
"LPY8N","asynch","111",4,0
"LPY8N","asynch","111",5,0
"LPY8N","asynch","111",6,0
"LPY8N","asynch","111",7,0
"LPY8N","asynch","111",8,0
"LPY8N","asynch","111",9,0
"LPY8N","asynch","111",10,0
"LPY8N","asynch","111",11,0
"LPY8N","asynch","111",12,0
"LPY8N","asynch","111",13,0
"5P3XF","asynch","121",1,1
"5P3XF","asynch","121",2,2
"5P3XF","asynch","121",3,3
"5P3XF","asynch","121",4,4
"5P3XF","asynch","121",5,5
"5P3XF","asynch","121",6,6
"5P3XF","asynch","121",7,6
