"subject","study","condition","session","exp_id","sona_id","pool","mode","attn_check","explanation","effort","difficulty","confidence","enjoyment","other","age","country","language","schoolyear","major","gender","disability","browser","width","height","os","starttime","status","term","violations","absolute_score","discriminant_score","tri_score","orth_score","other_score","blank_score","totaltime_m"
"AW74X","SGC4A","11111","wi22sona","2218","41354","sona","asynch","TRUE","I look at the x axis for 12 pm and see if any points on line up with 12 pm.","I tried my best on most questions",4,2,2,"I really wasn't sure how to answer some questions and was confused on the structure of the graph. I tried my best to do the math in my head.",19,"United States","English","Second","Social Sciences (incl. CogSci)","Female","none.","chrome",1440,789,"Mac OS","2022-03-06T22:42:43.582Z","success","winter22",2,0,-12,0,15,0,0,16.484
"7U3D3","SGC4A","11111","wi22sona","2218","43304","sona","asynch","TRUE","It is on the bottom axis
","I tried my best on each question",4,4,2,"",18,"United States","English","First","Social Sciences (incl. CogSci)","Male","","chrome",1792,1009,"Mac OS","2022-03-09T05:01:00.727Z","success","winter22",1,0,-10.5833333333333,0,13,1,0,6.20091666666667
"OKJEC","SGC4A","11111","wi22sona","2218","38066","sona","asynch","TRUE","Those with the dot at 12pm mark starts at 12pm ","I tried my best on each question",4,2,2,"",20,"Hong Kong","Mandarin","Second","Social Sciences (incl. CogSci)","Female","","chrome",1282,725,"Mac OS","2022-03-07T01:32:30.744Z","success","winter22",1,0,-5.08333333333333,1,7,7,2,10.74295
"4N2QD","SGC4A","11111","wi22sona","2218","43083","sona","asynch","TRUE","find 12 pm on x-axis and find the relative events above 12 pm","I tried my best on each question",4,3,2,"",19,"China","Mandarin","First","Social Sciences (incl. CogSci)","Male","","chrome",1440,821,"Mac OS","2022-03-07T01:04:42.097Z","success","winter22",1,2,-6.75,2,10,9,0,9.67515
"Y15SK","SGC4A","11111","wi22sona","2217","37635","sona","asynch","TRUE","I look at the start time at the bottom that says 12pm, and then I look at corresponding points on the graph. In this case, it wouldd be B and F.","I tried my best on most questions",4,3,5,"",20,"United States","English","Third","Social Sciences (incl. CogSci)","Male","No","chrome",2560,1329,"Windows 10","2022-03-09T20:39:30.351Z","success","winter22",3,0,-6.83333333333333,2,10,4,0,13.9489
"B570P","SGC4A","11111","wi22sona","2218","42544","sona","asynch","TRUE","looking above the 12pm mark
","I tried my best on each question",4,2,4,"",22,"United States","English","Third","Social Sciences (incl. CogSci)","Female","","chrome",1440,744,"Mac OS","2022-03-09T03:15:22.531Z","success","winter22",1.5,2,-5.25,4,10,3,0,16.5545666666667
"K9F7P","SGC4A","11111","wi22sona","2218","31755","sona","asynch","TRUE","I wrote the wrong answer, but I think that the points on the graph represent the halfway points for the shifts, so F and B should be halfway through their shifts at 12PM","I tried my best on most questions",4,3,4,"I didn't understand the description on the graph's X axis for a while. How it was supposed to be both the start and end times. That messed up a lot of the early questions.",20,"United States","English","Third","Social Sciences (incl. CogSci)","Female","","chrome",1368,801,"Windows 10","2022-03-06T23:37:45.153Z","success","winter22",2,8,5.75,11,2,3,0,16.2059166666667
"GT46Z","SGC4A","11111","wi22sona","2218","41446","sona","asynch","TRUE","find 12pm on x-axis and look for points on y axis","I tried my best on most questions",3,2,2,"",19,"china","Mandarin","First","Social Sciences (incl. CogSci)","Female","","chrome",1512,804,"Mac OS","2022-03-08T20:25:23.608Z","success","winter22",2,0,-12,0,15,0,0,7.89258333333333
"XAT3N","SGC4A","11111","wi22sona","2218","43071","sona","asynch","TRUE","You look for 12pm on the x-axis & look from down to up the plots that start on the line.","I tried my best on each question",3,3,3,"Some questions were repetitive",18,"United States","Spanish","First","Social Sciences (incl. CogSci)","Female","N/A","chrome",1440,732,"Mac OS","2022-03-09T01:06:31.905Z","success","winter22",1,0,-10.4166666666667,1,14,4,0,15.0885166666667
"N7DH0","SGC4A","11111","wi22sona","2218","37514","sona","asynch","TRUE","see the point on the positive slope of the line start with 12PM","I tried my best on each question",4,3,4,"",20,"China","Mandarin","Second","Math or Computer Sciences","Male","","chrome",1920,969,"Windows 10","2022-03-09T02:27:23.102Z","success","winter22",1.5,7,6.58333333333333,9,0,5,1,102.672216666667
"QLD8P","SGC4A","11111","wi22sona","2218","28500","sona","asynch","TRUE","I believe all my answers were wrong and this is my new interpretation: To determine what events start at 12pm, you look at the 12pm point on the x-axis and see what points align on the northeast/upper-right direction. In this case, this includes M and L. Previously, I thought it would be all points that fell straight onto the 12PM mark directly up and down (being B and F).","I tried my best on each question",4,1,3,"I was really frustrated at the graphing at first, it reminded me of being tested if I was ""gifted"" or a GATE scholar in elementary and finding out rightfully so that I am not. I did not understand how to read the graph until the very last question I had an ""oooh"" moment out of nowhere.",21,"United States","English","Fourth","Social Sciences (incl. CogSci)","Female","No.","chrome",1280,720,"Windows 10","2022-03-09T05:49:33.405Z","success","winter22",2,0,-9.91666666666667,1,12,4,0,23.0408666666667
"Z7AO4","SGC4A","11111","wi22sona","2218","38745","sona","asynch","TRUE","look at which letters are above 12pm on x axis on graph","I tried my best on most questions",3,3,3,"",20,"usa","English","Second","Social Sciences (incl. CogSci)","Female","","chrome",1440,734,"Mac OS","2022-03-08T20:58:46.221Z","success","winter22",1,0,-6.5,1,8,5,0,3.7468
"L98AS","SGC4A","11111","wi22sona","2218","43067","sona","asynch","TRUE","see the x-axis and select the points on x=12 pm.","I tried my best on most questions",3,2,1,"",19,"Mexico","Spanish","First","Biomedical & Health Sciences","Female","","chrome",1440,789,"Mac OS","2022-03-08T18:30:29.915Z","success","winter22",1,0,-10.1666666666667,0,13,2,0,13.1033666666667
"6XOP3","SGC4A","11111","wi22sona","2218","39724","sona","asynch","TRUE","Look at the time of day axis (x-axis) and follow which point on the graph aligns with 12pm","I tried my best on most questions",3,4,4,"",21,"United States","English","Third","Social Sciences (incl. CogSci)","Male","No","chrome",1680,879,"Mac OS","2022-03-09T03:49:19.130Z","success","winter22",1,1,-9,2,14,0,0,12.3264166666667
"AA4UN","SGC4A","11111","wi22sona","2218","42284","sona","asynch","TRUE","Looking at the points that intersect the line coming up to the right of 12PM.","I tried my best on most questions",3,2,2,"I liked the dog at the end :)",18,"United States","English","First","Social Sciences (incl. CogSci)","Female","n/a","chrome",1440,821,"Mac OS","2022-03-09T07:03:09.925Z","success","winter22",2,8,5.91666666666667,12,3,1,0,13.79475
"O1OA5","SGC4A","11111","wi22sona","2218","30412","sona","asynch","TRUE","Look at northeast diagonal starting at 12pm marker on x axis","I tried my best on each question",2,3,5,"I didn't understand how the graph worked completely until a few questions in",21,"United States","English","Fourth","Social Sciences (incl. CogSci)","Male","","chrome",1920,937,"Windows 10","2022-03-09T02:14:11.735Z","success","winter22",2.5,7,2,10,5,0,0,9.41568333333333
"ZUPS2","SGC4A","11111","wi22sona","2217","41932","sona","asynch","TRUE","using the horizontal axis make a vertical line at 12 pm
","I tried my best on each question",2,4,5,"",18,"India","English","First","Social Sciences (incl. CogSci)","Female","no","chrome",1536,714,"Windows 10","2022-03-09T21:45:29.300Z","success","winter22",1,0,-10.75,1,14,2,0,15.2349166666667
"WVPJD","SGC4A","11111","wi22sona","2218","42925","sona","asynch","TRUE","look at x axis ","I tried my best on each question",4,3,1,"",19,"United States","Mandarin","First","Social Sciences (incl. CogSci)","Male","no","chrome",1512,834,"Mac OS","2022-03-07T01:32:51.125Z","success","winter22",3,0,-11.0833333333333,0,14,1,0,7.5973
"8PKQF","SGC4A","11111","wi22sona","2217","30177","sona","asynch","TRUE","To determine what shifts begin at 12pm you would find 12pm on the x axis and then follow the diagonal line to the right and see that M and L begin at 12pm.","I tried my best on each question",3,5,4,"",21,"United States","English","Fourth","Social Sciences (incl. CogSci)","Female","no","chrome",1536,722,"Windows 10","2022-03-09T21:15:36.957Z","success","winter22",1.5,10,8.83333333333333,13,1,2,0,13.90035
"9J5H4","SGC4A","11111","wi22sona","2217","41887","sona","asynch","TRUE","The events that start at 12pm are the shifts that are directly vertical of the 12 pm slot of the x-axis. For example, shifts F and B start at 12 pm as they are on the point where 12 pm is on the x-axis. It would make more sense for the current shifts to be placed at the start as the beginning dots cannot end that early.","I tried my best on each question",3,4,4,"I think the experiment was very well thought out and the graph was a very unique way to indicate time.",19,"United States","Cantonese","First","Social Sciences (incl. CogSci)","Male","N/A","chrome",1440,789,"Mac OS","2022-03-09T20:48:16.443Z","success","winter22",3,0,-11.1666666666667,1,15,2,0,16.3678166666667
"ZTKAA","SGC4A","11111","wi22sona","2218","42623","sona","asynch","TRUE","Look the curve at 12pm and correspond to the dot in that line.","I tried my best on most questions",4,3,2,"",21,"Taiwan","Mandarin","Third","Social Sciences (incl. CogSci)","Female","no","chrome",1440,750,"Mac OS","2022-03-09T01:08:13.525Z","success","winter22",1,0,-10.3333333333333,0,12,3,0,19.1087166666667
"MXCDO","SGC4A","11111","wi22sona","2218","37769","sona","asynch","TRUE","To determine which events start at 12pm, go to the 12 pm notch on the x axis and follow the line coming out of the right. the dots that are on that line start at 12","I tried my best on each question",2,5,3,"Nothing",21,"United States","English","Third","Social Sciences (incl. CogSci)","Female","No","chrome",1600,722,"Windows 10","2022-03-08T22:44:52.530Z","success","winter22",1,12,12,15,0,0,0,6.78598333333333
"E0XXW","SGC4A","11111","wi22sona","2218","41498","sona","asynch","TRUE","k","I tried my best on most questions",4,2,3,"it's hard to identify with the diagram ",22,"united states ","X-Other","Third","Biomedical & Health Sciences","Female","not that i know","chrome",1440,821,"Mac OS","2022-03-09T03:27:29.174Z","success","winter22",1,1,-0.25,2,1,7,0,7.41053333333333
"LO5PT","SGC4A","11111","wi22sona","2218","42057","sona","asynch","TRUE","look what dots are on the x axis at 12 ","I tried my best on most questions",3,3,2,"",22,"usa","English","Third","Social Sciences (incl. CogSci)","Female","","chrome",1440,776,"Mac OS","2022-03-09T07:15:32.810Z","success","winter22",1,0,-11.5833333333333,0,14,1,0,7.54556666666667
"COU7L","SGC4A","11111","wi22sona","2218","30233","sona","asynch","TRUE","Look at the number 12 pm and go straight up. Any dot on 12 starts at 12","I tried my best on most questions",3,3,2,"I started to get cross-eyed from staring at the pyramid for so long. All of the lines blur together sometimes",22,"US","X-Other","Fifth","Social Sciences (incl. CogSci)","Male","No","chrome",1536,746,"Windows 10","2022-03-06T21:28:33.188Z","success","winter22",2,1,-10,1,14,0,0,11.0858666666667
"G6J4A","SGC4A","11111","wi22sona","2218","36673","sona","asynch","TRUE","Lunch","I tried my best on each question",3,3,4,"",23,"us","Cantonese","Fourth","Fine Arts","Female","no","chrome",1663,819,"Mac OS","2022-03-09T00:17:23.995Z","success","winter22",1,2,0.5,5,4,10,0,5.88605
"LY8BF","SGC4A","11111","wi22sona","2218","32419","sona","asynch","TRUE","You find 12pm on the x axis and go up the y axis and which ever points you intersect are the events that start at 12","I tried my best on each question",3,3,5,"",20,"United States","Spanish","Third","Social Sciences (incl. CogSci)","Female","no","chrome",1241,764,"Mac OS","2022-03-09T01:06:59.754Z","success","winter22",1,0,-9.41666666666667,0,12,5,0,21.3511
"A91EM","SGC4A","11111","wi22sona","2218","36020","sona","asynch","TRUE","see which dot has its x-coordinate on 12pm","I tried my best on each question",3,4,3,"",18,"China","Mandarin","Second","Social Sciences (incl. CogSci)","Female","","chrome",1792,1041,"Mac OS","2022-03-07T00:27:45.481Z","success","winter22",1,0,-12,0,15,0,0,11.7340666666667
"8F2W4","SGC4A","11111","wi22sona","2218","43044","sona","asynch","TRUE","Look at the x axis and go to the line that marks 12pm, go straight up from there and you will find the events on that time period.","I tried my best on each question",2,4,5,"",19,"US","English","Second","Natural Sciences","Female","No","chrome",1182,788,"Mac OS","2022-03-08T21:51:20.188Z","success","winter22",1,0,-12.0833333333333,0,15,1,0,13.9369333333333
"58DU7","SGC4A","11111","wi22sona","2218","43159","sona","asynch","TRUE","Look at the horizontal axis, and draw a vertical line that goes through 12 PM.","I tried my best on each question",1,5,5,"",23,"United States","English","Fourth","Math or Computer Sciences","Male","","chrome",1920,969,"Windows 10","2022-03-09T01:30:52.154Z","success","winter22",3,0,-12,0,15,0,0,13.9516166666667
"4MKHA","SGC4A","11111","wi22sona","2218","32963","sona","asynch","TRUE","You line up the ticks at 12 pm with the dots on the graph","I tried my best on most questions",4,4,4,"Nothing at the moment.",20,"United States","English","Third","Social Sciences (incl. CogSci)","Female","None","chrome",1151,736,"Windows 10","2022-03-07T02:20:38.425Z","success","winter22",1,0,-10.3333333333333,0,12,4,0,11.3972333333333
"XTF1P","SGC4A","11111","wi22sona","2218","34590","sona","asynch","TRUE","look at the x axis (start and end time) and see which letter corresponds to 12pm","I tried my best on each question",3,4,2,"",20,"US","X-Other","Third","Social Sciences (incl. CogSci)","Female","","chrome",1440,821,"Mac OS","2022-03-09T02:01:14.154Z","success","winter22",1,1,-8.5,2,12,0,0,8.46325
"2FRZX","SGC4A","11111","wi22sona","2217","28196","sona","asynch","TRUE","Check the start time and find the duration plotted then estimate the event start time but calculating it from the start time.
","I tried my best on each question",3,4,4,"The questions or instructions could have been a bit more clear to understand what is being asked better.",21,"USA","English","Fourth","Social Sciences (incl. CogSci)","Female","No","chrome",1920,969,"Mac OS","2022-03-09T21:17:23.432Z","success","winter22",1,0,-9.25,1,13,2,0,12.5145
"RBUFB","SGC4A","11111","wi22sona","2218","39038","sona","asynch","TRUE","go to 12pm and follow the line that is up and to the right ","I tried my best on most questions",2,2,4,"I didn't understand the shifts that were in the center of a line ",20,"United States","Spanish","Third","Biomedical & Health Sciences","Female","No","chrome",1195,712,"Mac OS","2022-03-06T22:46:43.021Z","success","winter22",1,6,5.91666666666667,9,1,7,0,11.4026
"D1CG5","SGC4A","11111","wi22sona","2218","38162","sona","asynch","TRUE","look at the 12pm marker at the bottom and go upwards","I tried my best on each question",1,5,3,"",21,"USA","Spanish","Third","Social Sciences (incl. CogSci)","Female","eye-sight","chrome",1440,692,"Mac OS","2022-03-09T02:35:53.485Z","success","winter22",1,1,-7.91666666666667,1,11,4,0,16.3045833333333
"VO9EL","SGC4A","11111","wi22sona","2218","28780","sona","asynch","TRUE","on the x axis where the 12pm point is is how i went about it","I tried my best on each question",3,4,3,"n/a",21,"United States","Spanish","Fourth","Social Sciences (incl. CogSci)","Other-Not Listed","n/a","chrome",1440,741,"Mac OS","2022-03-09T01:59:36.209Z","success","winter22",1,0,-11.5,0,14,0,0,17.3457833333333
"D8S0F","SGC4A","11111","wi22sona","2218","30402","sona","asynch","TRUE","The points that intersect the vertical line at 12PM determine which shifts start at 12PM.","I tried my best on each question",3,4,2,"",21,"United States","English","Fourth","Social Sciences (incl. CogSci)","Male","","chrome",1680,844,"Mac OS","2022-03-08T23:05:06.307Z","success","winter22",1,0,-12,0,15,0,0,11.6449166666667
"ADFD8","SGC4A","11111","wi22sona","2218","41632","sona","asynch","TRUE","Event M & L start at 12pm because the start of the shift is at 12pm on x-axis.","I tried my best on each question",1,3,5,"At first couple of questions, it was kind of confusing to determine the figure/picture. However, after I've done couple of questions, I then realized how to read it more accurately but realized that I did so many questions wrong in the front. ",24,"Taiwan","Mandarin","Third","Social Sciences (incl. CogSci)","Male","N/A","chrome",1920,969,"Mac OS","2022-03-07T06:46:10.318Z","success","winter22",2.5,6,1,8,6,0,1,10.6683166666667
"C2RXW","SGC4A","11111","wi22sona","2218","35731","sona","asynch","TRUE","You look at the X axis (bottom axis). You look at 12 pm and go straight up. The point that line up to 12 pm (horizontally) are the shifts that start at 12 pm.","I tried my best on each question",4,4,5,"I used the triangles to help navigate the points.",21,"US","Spanish","Third","Social Sciences (incl. CogSci)","Female","no","chrome",1280,720,"Windows 10","2022-03-07T05:53:08.219Z","success","winter22",2,1,-5.41666666666667,2,8,3,3,10.5285333333333
"QLXBA","SGC4A","11111","wi22sona","2218","43257","sona","asynch","TRUE","you go to the 12PM on the x axis and then go up ","I tried my best on each question",3,4,5,"",22,"United States","English","Fourth","Biomedical & Health Sciences","Female","No","chrome",1440,821,"Mac OS","2022-03-07T03:43:38.847Z","success","winter22",1,0,-9.16666666666667,1,11,2,0,7.96328333333333
"8Z11B","SGC4A","11111","wi22sona","2218","41759","sona","asynch","TRUE","the diagnose line helps reference where each point start and ends. ","I tried my best on each question",3,3,3,"n/a",23,"China","Mandarin","Third","Social Sciences (incl. CogSci)","Female","n/a
","chrome",1920,1089,"Mac OS","2022-03-08T23:00:51.770Z","success","winter22",1,10,8.66666666666667,13,1,4,0,6.96193333333333
"P9XXX","SGC4A","11111","wi22sona","2218","42476","sona","asynch","TRUE","look at which are in line with 12 with 12pm and count the hours of shifts before","I tried my best on most questions",4,3,2,"",19,"USA","English","Second","Math or Computer Sciences","Female","no","chrome",1326,740,"Mac OS","2022-03-09T02:01:04.235Z","success","winter22",2,0,-5.16666666666667,2,8,8,0,10.7869333333333
"USUB3","SGC4A","11111","wi22sona","2218","42285","sona","asynch","TRUE","To determine what events start at 12pm, you look at 12pm on the x-axis.","I tried my best on each question",3,4,4,"The graph was confusing due to all of the lines.",19,"USA","English","Second","Social Sciences (incl. CogSci)","Female","None","chrome",1392,731,"Mac OS","2022-03-07T03:07:29.296Z","success","winter22",1,0,-11.0833333333333,0,14,1,0,15.5111
"18WDR","SGC4A","11111","wi22sona","2218","31728","sona","asynch","TRUE","follow line at 12 up to the right","I tried my best on each question",1,4,3,"took a couple questions to learn the graph",21,"United States","English","Fourth","Math or Computer Sciences","Male","no","chrome",1920,937,"Windows 10","2022-03-08T19:13:57.043Z","success","winter22",1,11,10,14,1,0,0,8.65465
"6KE0E","SGC4A","11111","wi22sona","2218","32050","sona","asynch","TRUE","look at what dots are aligned with 12 pm
","I tried my best on each question",3,2,5,"",20,"US","Spanish","Third","Social Sciences (incl. CogSci)","Female","i have adhd lol i get distracted with the lines ","chrome",1440,789,"Mac OS","2022-03-07T03:33:17.187Z","success","winter22",1,1,-5.41666666666667,2,8,16,1,8.01836666666667
"A2YFF","SGC4A","11111","wi22sona","2218","28085","sona","asynch","TRUE","Looking at the x-axis for time, find the 12pm marker then whichever shifts line up to that 12pm marker are the ones that start at 12pm.","I tried my best on each question",4,4,2,"I found the graph very confusing with the connecting/crossing lines.",22,"United States","English","Fourth","Social Sciences (incl. CogSci)","Male","None.","chrome",1500,849,"Windows 10","2022-03-08T10:11:09.282Z","success","winter22",2,0,-12,0,15,0,0,13.8465
"7OSP4","SGC4A","11111","wi22sona","2218","41747","sona","asynch","TRUE","I can see it form the chart","I tried my best on most questions",4,2,3,"I am a little confused about the chart",18,"china","Mandarin","First","Social Sciences (incl. CogSci)","Female","","chrome",1440,789,"Mac OS","2022-03-07T02:25:01.601Z","success","winter22",1,0,-9.16666666666667,0,11,2,1,13.8653166666667
"J2AV9","SGC4A","11111","wi22sona","2218","43195","sona","asynch","TRUE","Check to see which events fall over the 12PM time slot","I tried my best on most questions",3,4,4,"",19,"United States","English","Second","Engineering","Male","","chrome",1368,793,"Windows 10","2022-03-07T02:11:32.723Z","success","winter22",2,0,-9.58333333333333,1,12,1,0,253.837566666667
"TDN6D","SGC4A","11111","wi22sona","2218","31139","sona","asynch","TRUE","The points that line up with 12 pm on the x axis","I tried my best on most questions",3,3,3,"",21,"United States","English","Third","Humanities","Female","","chrome",1438,690,"Mac OS","2022-03-06T21:08:24.264Z","success","winter22",1,0,-10.6666666666667,0,12,2,0,7.16696666666667
"LDO4C","SGC4A","11111","wi22sona","2218","36918","sona","asynch","TRUE","Look at the x axis to see which dots are at the x axis meaning which ones start at 12
","I tried my best on most questions",3,2,1,"",20,"United States","English","Third","Social Sciences (incl. CogSci)","Female","","chrome",1440,789,"Mac OS","2022-03-08T18:09:50.954Z","success","winter22",1.5,0,-9,2,14,0,1,6.63695
"JX5XC","SGC4A","11111","wi22sona","2218","42225","sona","asynch","TRUE","m","I tried my best on most questions",3,3,3,"none",19,"china","Mandarin","First","Social Sciences (incl. CogSci)","Female","no","chrome",1504,892,"Windows 10","2022-03-09T03:13:50.606Z","success","winter22",1,0,-2.58333333333333,3,4,24,0,7.84631666666667
"E7OZO","SGC4A","11111","wi22sona","2218","41289","sona","asynch","TRUE","I look at the graph an find the two letters that are plotted above 12pm.","I tried my best on each question",4,3,2,"",18,"United States ","Spanish","First","Social Sciences (incl. CogSci)","Female","no","chrome",1440,698,"Mac OS","2022-03-09T03:57:51.561Z","success","winter22",2,0,-4.58333333333333,1,6,6,0,9.58995
"MWN89","SGC4A","11111","wi22sona","2218","32277","sona","asynch","TRUE","Look at which plots are on the 12pm mark on the x-axis","I tried my best on each question",3,3,4,"Very interesting study!",21,"United States of America ","English","Fourth","Biomedical & Health Sciences","Female","No","chrome",1440,796,"Mac OS","2022-03-09T06:19:08.380Z","success","winter22",1,0,-8.41666666666667,0,11,5,0,13.7191333333333
"O95ZG","SGC4A","11111","wi22sona","2218","39969","sona","asynch","TRUE","LOOKING AT THE X AXIS","I tried my best on each question",3,2,4,"na",21,"USA","English","Fourth","Social Sciences (incl. CogSci)","Female","na","chrome",1440,821,"Mac OS","2022-03-07T04:57:50.013Z","success","winter22",1,1,-6.16666666666667,2,8,8,0,7.54971666666667
"KBAV1","SGC4A","11111","wi22sona","2218","43300","sona","asynch","TRUE","All the dots where x equals 12pm","I tried my best on each question",2,4,4,"",18,"United States","Spanish","First","Social Sciences (incl. CogSci)","Female","Nope","chrome",1368,761,"Windows 10","2022-03-08T21:18:18.531Z","success","winter22",1,0,-12,0,15,0,0,11.9576166666667
"T285G","SGC4A","11111","wi22sona","2218","42892","sona","asynch","TRUE","By looking at the X axis you can see what events start at what time ","I tried my best on most questions",3,3,4,"I am not sure, I really liked the unconventional graph and trying to figure out the data. It was the most challenging to find the breaks, but other than that it was very cool to see the data being represented that way ",23,"America","English","Third","Social Sciences (incl. CogSci)","Other-Not Listed","I have ADHD which affects my focus ","chrome",1440,751,"Mac OS","2022-03-06T19:07:34.297Z","success","winter22",2,1,-8.66666666666667,1,12,2,0,12.5775666666667
"WFBRO","SGC4A","11111","wi22sona","2218","34835","sona","asynch","TRUE","You locate the 12pm on the x-axis","I tried my best on each question",3,4,5,"",20,"United States","English","Third","Biomedical & Health Sciences","Female","","chrome",1536,721,"Windows 10","2022-03-09T07:00:20.666Z","success","winter22",2,0,-7.66666666666667,0,9,2,2,13.1812333333333
"F2HMB","SGC4A","11111","wi22sona","2218","39412","sona","asynch","TRUE","The ones that meet at the end of the graph
","I tried my best on most questions",5,1,3,"",20,"United States of America","English","Third","Social Sciences (incl. CogSci)","Female","","chrome",1600,722,"Windows 10","2022-03-07T05:00:19.507Z","success","winter22",1,3,0.416666666666667,4,2,11,1,8.59366666666667
"OV9W3","SGC4A","11111","wi22sona","2218","39514","sona","asynch","TRUE","find 12pm at the x-axis and imagine a vertical straight line extending from that point and find what is on that line","I tried my best on each question",1,5,2,"",21,"china ","Mandarin","Third","Social Sciences (incl. CogSci)","Female","nope","chrome",1440,696,"Mac OS","2022-03-07T01:53:00.699Z","success","winter22",2,0,-12,0,15,0,0,16.10725
"9XBWA","SGC4A","11111","wi22sona","2217","42299","sona","asynch","TRUE","We can determine by looking at the graph","I tried my best on each question",2,3,5,"This task was really interesting.",20,"Pakistan","X-Other","Third","Social Sciences (incl. CogSci)","Female","","chrome",1600,789,"Windows 7","2022-03-09T21:15:11.864Z","success","winter22",1,1,-4,2,7,5,0,5.62818333333333
"HMOWY","SGC4A","11111","wi22sona","2218","37455","sona","asynch","TRUE","look at the dots that are on the 12pm (X-AXIS)","I tried my best on each question",3,3,2,"",22,"United States","English","Fourth","Social Sciences (incl. CogSci)","Female","no","chrome",1440,789,"Mac OS","2022-03-09T02:19:47.416Z","success","winter22",1,0,-9.58333333333333,1,12,1,0,7.72766666666667
"7D8TQ","SGC4A","11111","wi22sona","2217","28902","sona","asynch","TRUE","look at x-axis and whatever point is at 12pm","I tried my best on most questions",3,3,2,"",21,"USA","English","Fourth","Biomedical & Health Sciences","Female","","chrome",1370,715,"Mac OS","2022-03-09T20:34:55.833Z","success","winter22",1,0,-12.0833333333333,0,15,1,0,12.6243666666667
"JPGBL","SGC4A","11111","wi22sona","2218","43290","sona","asynch","TRUE","I look at the diagonal line to the right of 12.","I tried my best on each question",2,5,4,"It was fun.",18,"United States","Mandarin","First","Biomedical & Health Sciences","Male","No.","chrome",1536,754,"Windows 10","2022-03-09T07:12:08.598Z","success","winter22",1,11,11.5,14,0,0,0,5.29516666666667
"UXMYT","SGC4A","11111","wi22sona","2218","33611","sona","asynch","TRUE","look at the points at 12pm","I tried my best on most questions",3,3,2,"",21,"United States","X-Other","Fourth","Social Sciences (incl. CogSci)","Male","no","chrome",1440,745,"Mac OS","2022-03-07T05:43:32.072Z","success","winter22",1,0,-7.33333333333333,0,9,8,0,14.7282333333333
"FRBN1","SGC4A","11111","wi22sona","2218","34322","sona","asynch","TRUE","lOOK AT THE X AXIS AND GO UPWARDS","I tried my best on each question",4,3,2,"",21,"USA","English","Fourth","Biomedical & Health Sciences","Female","","chrome",1500,857,"Windows 10","2022-03-09T04:13:03.545Z","success","winter22",1.5,1,-7.5,3,13,0,0,5.72885
"XCEL0","SGC4A","11111","wi22sona","2218","29417","sona","asynch","TRUE","look at 12 pm on x axis and see if there are dots along that line ","I tried my best on each question",4,3,1,"",21,"United States","English","Fourth","Social Sciences (incl. CogSci)","Female","","chrome",1500,857,"Windows 10","2022-03-09T06:39:18.255Z","success","winter22",2,0,-8.66666666666667,0,11,2,2,10.8108333333333
"AQ3YT","SGC4A","11111","wi22sona","2217","43259","sona","asynch","TRUE","Look at the bottom axis and follow up the pyramid
","I tried my best on most questions",3,3,3,"It was a semi difficult experiment",18,"United States","English","First","Social Sciences (incl. CogSci)","Male","no","chrome",1600,752,"Windows 10","2022-03-09T21:07:26.460Z","success","winter22",1,0,-9.66666666666667,0,12,2,0,5.48545
"7JFQ2","SGC4A","11111","wi22sona","2218","42260","sona","asynch","TRUE","looking at graph","I tried my best on most questions",4,3,2,"",20,"Malaysia","X-Other","First","Social Sciences (incl. CogSci)","Female","","chrome",1440,789,"Mac OS","2022-03-07T03:13:22.900Z","success","winter22",1,2,-4.25,2,7,9,0,5.68453333333333
"677KV","SGC4A","11111","wi22sona","2218","42447","sona","asynch","TRUE","On the Y-axis (horizontal), find 12 PM, and any shift which is directly above 12 PM starts at that time.","I tried my best on each question",3,3,3,"",18,"United States","English","First","Humanities","Male","","chrome",1920,937,"Windows 10","2022-03-08T20:38:15.909Z","success","winter22",2,0,-12,0,15,0,0,18.91405
"B2TOQ","SGC4A","11111","wi22sona","2218","37931","sona","asynch","TRUE","Both b and f start.","I tried my best on most questions",4,2,2,"n/a",20,"China","Mandarin","Second","Social Sciences (incl. CogSci)","Female","The understanding of the graph.","chrome",1440,789,"Mac OS","2022-03-08T07:28:25.096Z","success","winter22",1,1,-5.41666666666667,1,8,4,0,6.47516666666667
"53Z66","SGC4A","11111","wi22sona","2218","37695","sona","asynch","TRUE","Look at start and end time at 12pm","I tried my best on most questions",4,1,4,"",20,"USA","X-Other","Third","Social Sciences (incl. CogSci)","Female","","chrome",1440,732,"Mac OS","2022-03-08T09:22:27.698Z","success","winter22",1,0,-8.41666666666667,2,11,11,0,6.66388333333333
"Q0QCR","SGC4A","11111","wi22sona","2217","36656","sona","asynch","TRUE","See the x-axis (Start and End Time)","I tried my best on most questions",2,4,4,"",21,"United States","English","Fourth","Social Sciences (incl. CogSci)","Female","","chrome",1440,789,"Mac OS","2022-03-09T20:22:07.425Z","success","winter22",1,1,-9.16666666666667,1,13,2,0,10.321
"UCULR","SGC4A","11111","wi22sona","2218","29913","sona","asynch","TRUE","B, f","I tried my best on most questions",2,3,2,"",22,"United States","English","Fourth","Social Sciences (incl. CogSci)","Female","","chrome",1417,746,"Mac OS","2022-03-07T03:12:53.235Z","success","winter22",1,0,-6.5,0,7,6,0,6.77786666666667
